numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C7627;Mujer;CENTROS RESIDENCIALES;PISOS TUTELADOS;CARITAS PISO TUTELADO NAZARIA BAJA A LA CALLE;9;079;Madrid;PLAZA;06897;de la Cebada;9;28005;;Madrid capital;Centro;Centro 2;Palacio;4473673;439769;915489580;gestion.activos@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7629;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA  CASABLANCA  VILLAVERDE;40;079;Madrid;AVDA;09464;de Rafaela Ybarra;135;28041;;Madrid capital;Villaverde;Villaverde;San Andrés;4467960;439286;917168080 609097066;"ifc@grupocasablanca.com;presidencia@dependenciapad.org";CENTRO DE MAYORES VILLAVERDE S.L.;B88188917;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7634;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ACOGIDA HOMBRES SIN HOGAR FUENLABRADA;11;058;Fuenlabrada;CALLE;A0454;de Simancas;56;28941;;Sur;Fuenlabrada;Fuenlabrada (C);Fuenlabrada C (9);4460740;431461;609691672 - 625421668;raquelrodriguez@casadesanantonio.es;ASOCIACIÓN SAN RICARDO PAMPURI;G82310400;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7640;Refugiados y asilados;CENTROS RESIDENCIALES;PISOS TUTELADOS;CEAR VILLACASTIN 2, PISO TUTELADO;5;079;Madrid;CALLE;06375;de Villacastín;21;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4482681;441496;910482424  630793542;programas.madrid@cear.es;ASOCIACION COMISION ESPAÑOLA DE AYUDA AL REFUGIADO;G28651529;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7642;Refugiados y asilados;CENTROS RESIDENCIALES;PISOS TUTELADOS;CEAR VILLACASTIN 1, PISO TUTELADO;5;079;Madrid;CALLE;06375;de Villacastín;15;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4482701;441449;910482424  630793542;programas.madrid@cear.es;ASOCIACION COMISION ESPAÑOLA DE AYUDA AL REFUGIADO;G28651529;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7650;Mujer;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO NUEVO AMANECER;6;104;Paracuellos de Jarama;CTRA;A0011;Ajalvir-Vicálvaro;7,5;28860;;Norte;Nordeste;Páramos;Paracuellos del Jarama;;;"916580901;629333921;635 778 693";nuevoamaong@gmail.com;ASOCIACION NUEVO AMANECER, (CENTRO DE AYUDA SOCIAL);G28965465;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7660;Refugiados y asilados;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA BOHONAL;5;079;Madrid;CALLE;09406;de Bohonal;128;28053;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Entrevías;4470201;442562;915570137;provivienda@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7661;Refugiados y asilados;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA TUCAN;5;079;Madrid;CALLE;06143;del Tucán;11;28025;;Madrid capital;Carabanchel;Carabanchel 2;Vista Alegre;4471314;437232;915570137;provivienda@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7662;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA EL HOGAR DE TODOS;16;061;Galapagar;CALLE;A0546;Romero;16;28260;;Oeste;Noroeste;San Lorenzo de El Escorial;Galapagar;4491259;414347;910596103-627696075;mundojusto1999@yahoo.es;ASOCIACION MUNDO JUSTO;G82339300;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7664;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO GRUPO 5 VIRIDIANA II;4;079;Madrid;CALLE;45202;de Viridiana;9;28018;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Bajas;4469952;444402;"918119374; 686638594";direccion.ataas@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C7669;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA DE PERSONAS MAYORES EMERA JUAN BRAVO;121;079;Madrid;CALLE;03219;de Juan Bravo;38;28006;;Madrid capital;Salamanca;Salamanca 2;Lista;4475973;442450;910359002;direccion@juanbravo.emera-group.es;WSENIOR RENTA SL;B87985909;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7670;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA EMERA JUAN BRAVO;25;079;Madrid;CALLE;03219;de Juan Bravo;38;28006;;Madrid capital;Salamanca;Salamanca 2;Lista;4475973;442450;910359002;direccion@juanbravo.emera-group.es;WSENIOR RENTA SL;B87985909;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C7672;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA PUNTO OMEGA;30;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;;Madrid capital;Retiro;Retiro;Ibiza;RESERVADO;RESERVADO;RESERVADO;puntomega@puntomega.es;ASOCIACIÓN PUNTO OMEGA;G28965002;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7680;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA FUNDACION VIA NORTE LAGUNA;55;079;Madrid;CALLE;45328;del Concejal Francisco José Jiménez Martín;128;28047;;Madrid capital;Latina;Latina 1;Lucero;4472494;436624;915099137;"administracion@lagunacuida.org;gmejuto@lagunacuida.org";FUNDACIÓN VIANORTE-LAGUNA;G84554302;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7696;Mujer;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO VIVENDI;4;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;;Madrid capital;Retiro;Retiro;Ibiza;RESERVADO;RESERVADO;RESERVADO;programa.madrid@oblatas.com;OBLATAS SANTISIMO REDENTOR;R7900061H;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7701;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;CENTRO  RESIDENCIAL ITA;76;005;Alcalá de Henares;CALLE;07030;Fausto Elhuyar;9;28806;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 8;4481649;466370;665272860;vrojo@itasaludmental.com;ITA CLINIC BCN, S. L.;B61699435;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C7708;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA DE PERSONAS MAYORES VITALIA CANILLEJAS;94;079;Madrid;CALLE;00111;de Albarracín;24;28037;;Madrid capital;San Blas;San Blas;Simancas;4476264;446285;911094353;"canillejas@vitaliaplus.es;lpardo@vitaliaplus.es";VITALIA HOME SL;B99438806;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7712;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA OÑA;8;079;Madrid;CALLE;10798;de Oña;181;28050;;Madrid capital;Hortaleza;Hortaleza;Valdefuentes;4482110;444014;604866091 - 604847742;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";FUNDACION ASISPA;G85736668;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7713;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA PERGAMINO;10;079;Madrid;CALLE;45456;del Pergamino;30;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4471681;447077;604866091;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7716;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA PEÑARANDA;9;079;Madrid;CALLE;C0397;de Peñaranda de Bracamonte;20;28051;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4469083;448364;604866091 - 604847742;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7719;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA VALDERRABANO;10;079;Madrid;CALLE;08943;del Corregidor Diego de Valderrábano;17;28030;;Madrid capital;Moratalaz;Moratalaz;Media Legua;4473463;444038;604866091;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7720;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA VOLVER A EMPEZAR;9;079;Madrid;CALLE;45197;de Volver a Empezar;8;28018;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Bajas;4470126;444088;604866091;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7721;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO GRUPO 5 FERMIN CABALLERO;5;079;Madrid;CALLE;10346;de Fermín Caballero;41;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 1;La Paz;4481776;440264;912961107 661691484;direccion.mirasierra@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7730;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;RESIDENCIA DE PERSONAS MAYORES LOS MANZANOS;36;096;Navalcarnero;CALLE;A0072;Gredos;37;28600;;Oeste;Suroeste;Navalcarnero;Navalcarnero (A);4459414;412773;654705659-918112012;joparc@hotmail.com;JOPARC 2000 SL;B45439130;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7731;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA ANAIZ;65;903;Tres Cantos;SECT;00006;Oficios;40;28760;;Norte;Sierra;Tres Cantos;Tres Cantos I;4495259;439524;679103764 648700336;anaizcentrodedia@gmail.com;CENTRO DE DIA ANAIZ S. L.;B88587456;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7740;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA OTERO;8;079;Madrid;CALLE;04460;del Otero;3;28028;;Madrid capital;Salamanca;Salamanca 1;Guindalera;4476586;443616;604866091;"ialvarez@asispa.org;sgonzalezm@asispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7742;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA DOMINGO DE SILVA;6;079;Madrid;CALLE;01797;de Domingo de Silva;4;28011;;Madrid capital;Latina;Latina 1;Puerta del Ángel;4473322;437194;915570137 677501206;provivienda@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7746;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA MARIA ESTAFETA;7;079;Madrid;CALLE;02054;de la Estafeta;8;28041;;Madrid capital;Usera;Usera;San Fermín;4469518;441139;915570137;juridico@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7747;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA EDUARDO BARREIROS;9;079;Madrid;CALLE;06399;de Eduardo Barreiros;13;28041;;Madrid capital;Usera;Usera;Orcasur;4469220;440937;915570137;juridico@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7748;Infancia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;CENTRO DE ATENCION TEMPRANA Y TRATAMIENTOS CEDEL;14;127;Rozas de Madrid, Las;CALLE;02395;Jaraiz;46;28290;;Oeste;Noroeste;Las Rozas de Madrid;Las Matas;4489674;423623;916307070;amartinez@fundacioncedel.com;FUNDACIÓN CEDEL;G84721620;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7750;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ANTONIO LANZUELA;10;079;Madrid;CALLE;00459;de Antonio Lanzuela;37;28029;;Madrid capital;Tetuán;Tetuán 2;Valdeacederas;4479864;440379;910740147;direccion.pisosred@redinmigracion.org;RED MADRILEÑA DE INMIGRACION Y AYUDA AL REFUGIADO;G87913133;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7754;Infancia y Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO GINSO HOGAR MIRAMADRID;10;104;Paracuellos de Jarama;CALLE;C0098;Naranjo;14;28860;;Norte;Nordeste;Páramos;Paracuellos del Jarama;4484530;456221;722.767.111;"hseveriano@ginso.org;epalomarg@ginso.org";ASOCIACION PARA LA GESTION DE LA INTEGRACION SOCIAL;G83034793;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7756;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA ENTRENA;9;079;Madrid;CALLE;01986;de Entrena;3;28043;;Madrid capital;Ciudad Lineal;Ciudad Lineal 3;San Juan Bautista;4477895;444153;604866091;"sgonzalezm@fundacionasispa.org;frodriguez@fundacionasispa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7758;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO DE EMANCIPACION ALBA DE TORMES;8;079;Madrid;CALLE;00105;de Alba de Tormes;12;28025;;Madrid capital;Carabanchel;Carabanchel 2;Puerta Bonita;4469901;436809;915251676 639453052;mlorenzo@ymca.es;ASOCIACION ALIANZA CRISTIANA DE JOVENES DE LA YMCA;G28659308;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7759;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO MAXIMILIANO KOLBE;4;079;Madrid;CALLE;02215;de los Ferroviarios;20;28026;;Madrid capital;Usera;Usera;Moscardó;4470872;440133;91 541 65 12;cedia@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7760;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA GALLUR;6;079;Madrid;CALLE;10286;de Gallur;107;28047;;Madrid capital;Latina;Latina 1;Los Cármenes;4472166;437404;915570137;juridico@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7761;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA ANCIU;8;079;Madrid;CALLE;00341;de Anciu;2;28025;;Madrid capital;Carabanchel;Carabanchel 2;Puerta Bonita;4469806;437545;915570137;juridico@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7762;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA PARVILLAS ALTAS;10;079;Madrid;CALLE;04555;de Parvillas Altas;7;28021;;Madrid capital;Villaverde;Villaverde;San Andrés;4466262;439908;915570137-;juridico@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7763;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;AVANTE 3 PISO TUTELADO VI;2;074;Leganés;CALLE;A0155;Flora Tristán;6;28919;;Sur;Leganés;Leganés II;Leganés Norte;4466119;436768;916868606-628626430;"administracion@avante3.org;pilar.morcillo@avante3.org";ASOCIACION AVANTE 3;G81120297;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7764;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;AVANTE 3 PISO TUTELADO V;2;074;Leganés;CALLE;A0155;Flora Tristán;6;28919;;Sur;Leganés;Leganés II;Leganés Norte;4466119;436768;916868606-628626430;"administracion@avante3.org;pilar.morcillo@avante3.org";ASOCIACION AVANTE 3;G81120297;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7770;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO SOR LINDALVA MINAS;3;079;Madrid;CALLE;04081;de las Minas;3;28004;;Madrid capital;Centro;Centro 1;Universidad;4475105;440092;915 227 641;"mazariegos@fshijasdelacaridad.org;catalinalaboure@fshijasdelacaridad.org;fmadera@fshijasdelacaridad.org";FUNDACION SOCIAL HIJAS DE LA CARIDAD;G88640958;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7777;Familia;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA TOSCANA  FUNDACION ACOGIDA;12;079;Madrid;CALLE;45496;de Toscana;152;28032;;Madrid capital;San Blas;San Blas;Arcos;4474439;448093;910668520 683607481;info@fundacionacogida.org;FUNDACION ACOGIDA;G83152744;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7785;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;GRUPO 5 PISO TUTELADO TEJERA COBEÑA;4;041;Cobeña;CALLE;00184;de la Tejera;34;28863;MANCOMUNIDAD 2016;Norte;Nordeste;Páramos;Fuente el Saz;4491021;456907;916209150-673523856;direccion.mrcobena@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7789;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;RESIDENCIA DE MAYORES LA NUEVA FLORIDA;40;079;Madrid;AVDA;01186;de la Casa Quemada;4;28023;;Madrid capital;Moncloa-Aravaca;Moncloa;El Plantío;4480916;429124;622946670;abobahig@hotmail.com;GERSALUD, S.L.;B83765081;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7802;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA SIMON HERNANDEZ II;5;092;Móstoles;CALLE;A0354;de Simón Hernández;88;28936;;Oeste;Móstoles;Móstoles II;Móstoles II (F);4463343;427644;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7803;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;AMAS SOCIAL VIVIENDA COMUNITARIA SIMON HERNANDEZ III;4;092;Móstoles;CALLE;A0354;de Simón Hernández;88;28936;;Oeste;Móstoles;Móstoles II;Móstoles II (F);4463343;427644;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7804;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;AMAS SOCIAL VIVIENDA COMUNITARIA SIMON HERNANDEZ I;5;092;Móstoles;CALLE;A0354;de Simón Hernández;88;28936;;Oeste;Móstoles;Móstoles II;Móstoles II (F);4463343;427644;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7806;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA DE MAYORES VITALIA TORREJON;205;148;Torrejón de Ardoz;AVDA;C0051;Carmen Laforet;1;28850;;Este;Centro-Este;Torrejón de Ardoz;Parque Cataluña/Ciudad Jardín;4478935;462036;911094352.;"sarranz@vitaliaplus.es;notificaciones@vitaliaplus.es";VITALIA SUITE SL;B99136558;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7807;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA HOGAR APASCOVI;17;010;Alpedrete;CALLE;A0217;de Santa Emilia;15;28430;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4498720;413403;91 850 63 92 / 663 93 49 25;smorago@apascovi.org;ASOCIACION DE PADRES Y AMIGOS DE NIÑOS SUBDOTADOS SANTIAGO APOSTOL DE COLLADO-VILLALBA (APASCOVI);G28547826;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7809;Infancia y Adolescencia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;CENTRO DE ATENCIÓN TEMPRANA Y TRATAMIENTOS ANIDA;11;079;Madrid;CALLE;00243;de Alonso del Barco;6;28012;;Madrid capital;Arganzuela;Arganzuela;Palos de Moguer;4472896;440487;653788806;centrodeatenciontempranaanida@gmail.com;NOELIA DEL VALLE GARRIDO;;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7812;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA VITALIA TORREJON;50;148;Torrejón de Ardoz;AVDA;C0051;Carmen Laforet;1;28850;;Este;Centro-Este;Torrejón de Ardoz;Parque Cataluña/Ciudad Jardín;4478935;462036;976229522 682214552;"lgarcia@vitaliaplus.es;notificaciones@vitaliaplus.es";VITALIA SUITE SL;B99136558;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7813;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ASISPA PISO TUTELADO VIRGEN DEL VAL;6;079;Madrid;CALLE;06456;de la Virgen del Val;46;28027;;Madrid capital;Ciudad Lineal;Ciudad Lineal 1;Concepción;4476729;444796;"604 849 118 ; 604 853 189";"asispa@asispa.org;jsanguino@asisipa.org";ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7814;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION RECAL PISO TUTELADO I CALLE HOSPITAL;4;115;Pozuelo de Alarcón;CALLE;A0345;Hospital;12;28223;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Centro I;4476312;430848;913928251-639303070;info@fundacionrecal.org;FUNDACION RECAL;G82895798;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7815;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION RECAL PISO TUELADO II GRUPO ESCOLAR;4;115;Pozuelo de Alarcón;CALLE;A0320;Grupo Escolar;8;28224;;Oeste;Noroeste;Pozuelo de Alarcón;Pozuelo: Estación I;4477925;432154;913928251-639303070;info@fundacionrecal.org;FUNDACION RECAL;G82895798;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7818;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES SANTA ENGRACIA;200;079;Madrid;CALLE;03075;de Santa Engracia;118;28003;;Madrid capital;Chamberí;Chamberí 1;Ríos Rosas;4476853;440569;913992940;socichamberi@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C7830;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA GRUPO 5 AVENIDA DE AMÉRICA;29;079;Madrid;CALLE;05051;de Quintiliano;19;28002;;Madrid capital;Chamartín;Chamartín 1;Prosperidad;4476857;442736;678842046;direccion.residenciaavdaamerica@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7833;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;VIVIENDA COMUNITARIA MURIALDO USERA EMANCIPACION;5;079;Madrid;CALLE;00631;de la Asunción;2;28026;;Madrid capital;Usera;Usera;Almendrales;4470648;440556;916652465;info@asociacionmurialdo.es;ASOCIACION MURIALDO;G80096449;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7836;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;RESIDENCIA DE PERSONAS MAYORES GERIASA RIVAS;290;123;Rivas-Vaciamadrid;CALLE;C0072;Mariano Barbacid;5;28521;;Este;Sureste;Rivas-Vaciamadrid;Rivas-Vaciamadrid I;4464753;455492;676710697;direccion-rivas@geriasa.es;GERIATRIA Y SANIDAD, S.A. (GERIASA);A28770659;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
